epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
7817,2018-09-11,,Jeopardy,"(4, 4)",I'M ALLEN,24,"(800,)",False,"Trying to capture Montreal, this Green Mountain Boy was captured by the British & held prisoner until May 6, 1778",Ethan Allen,1,0
7817,2018-09-11,,Jeopardy,"(5, 4)",U.S. HISTORY,22,"(800,)",False,"On Sept. 17, 1862 this bloody battle in Maryland ended the first Confederate invasion of the North",Antietam,1,0
7817,2018-09-11,,Jeopardy,"(6, 4)","THAT ENDED ""WELL""",9,"(800,)",False,Samuel Johnson's faithful bio man,(James) Boswell,1,0
7817,2018-09-11,,Jeopardy,"(1, 5)",SCIENCE AROUND US,8,"(1000,)",False,"A new bacterium, Ideonella sakaiensis, could soon help degrade these polymers in landfills",plastics,1,0
7817,2018-09-11,,Jeopardy,"(2, 5)",GO FLY A KITE!,28,"(3000,)",True,"On Dec. 12, 1901 he used a kite to raise an antenna & claimed to receive the first wireless signal from over the Atlantic",(Guglielmo) Marconi,1,0
7817,2018-09-11,,Jeopardy,"(3, 5)",NUMERICAL CINEMA,16,"(1000,)",False,A man is sent back in time to try to prevent a plague,12 Monkeys,1,0
7817,2018-09-11,,Jeopardy,"(4, 5)",I'M ALLEN,25,"(1000,)",False,This 1960 Pulitzer Prize winner by Allen Drury told about the inner workings of the U.S. Senate,Advise and Consent,0,3
7817,2018-09-11,,Jeopardy,"(5, 5)",U.S. HISTORY,23,"(1000,)",False,"On Feb. 1, 1960 4 students held a historic sit-in at a lunch counter in this N.C. city in protest over segregation",Greensboro,0,3
7817,2018-09-11,,Jeopardy,"(6, 5)","THAT ENDED ""WELL""",10,"(1000,)",False,"A rapid, spontaneous growth of support for a political movement",a groundswell,1,0
7817,2018-09-11,,Double Jeopardy,"(1, 1)",RELIGIOUS LEADERS,11,"(400,)",False,"In 2005 some 300,000 mourners filled St. Peter's Square for his funeral",John Paul II,1,0
7817,2018-09-11,,Double Jeopardy,"(2, 1)",AUTHORS' SECOND NOVELS,6,"(400,)",False,"John Grisham followed ""A Time to Kill"" with this novel about a Harvard Law grad joining a shady Southern practice",The Firm,1,0
7817,2018-09-11,,Double Jeopardy,"(3, 1)",THE SECRET OF -NYM,20,"(400,)",False,"Ask Lewis Carroll--anonym is a synonym for this word that ends in ""nym""",pseudonym,0,3
7817,2018-09-11,,Double Jeopardy,"(4, 1)","""V""ACATION SPOTS",1,"(400,)",False,A town 14 miles southwest of Paris developed around this 17th century palace that tourists flock to,Versailles,1,0
7817,2018-09-11,,Double Jeopardy,"(5, 1)",BROADWAY REPLACEMENTS,16,"(400,)",False,"Overrun with ""Cats"" for nearly 20 years, the Winter Garden Theatre opened this ABBA-tastic show in 2001",Mamma Mia!,1,0
7817,2018-09-11,,Double Jeopardy,"(6, 1)",UNDER STUDIES,19,"(400,)",False,Phycology is the study of this very common type of underwater plant,seaweed (or algae),1,0
7817,2018-09-11,,Double Jeopardy,"(1, 2)",RELIGIOUS LEADERS,12,"(800,)",False,"Seen here is Thubten Gyatso, the 13th person to be given this title",the Dalai Lama,1,0
7817,2018-09-11,,Double Jeopardy,"(2, 2)",AUTHORS' SECOND NOVELS,7,"(800,)",False,"Knowing a good thing when he'd found it, Daniel Defoe penned ""The Further Adventures of"" this guy",Robinson Crusoe,1,0
7817,2018-09-11,,Double Jeopardy,"(3, 2)",THE SECRET OF -NYM,21,"(800,)",False,Peking is an exonym for this place,Beijing,1,0
7817,2018-09-11,,Double Jeopardy,"(4, 2)","""V""ACATION SPOTS",2,"(800,)",False,"The Trapp Family Lodge in Stowe in this state welcome skiers as well as superfans of ""The Sound of Music""",Vermont,1,0
7817,2018-09-11,,Double Jeopardy,"(5, 2)",BROADWAY REPLACEMENTS,17,"(800,)",False,"Irony! This future Jean Valjean film actor bumped ""Les Miserables"" from the Imperial Theatre with ""The Boy From Oz""",(Hugh) Jackman,1,0
7817,2018-09-11,,Double Jeopardy,"(6, 2)",UNDER STUDIES,25,"(800,)",False,The Cloaca Maxima of this city is one of the oldest sewer systems in the world,Rome,1,0
7817,2018-09-11,,Double Jeopardy,"(1, 3)",RELIGIOUS LEADERS,13,"(3400,)",True,"John Carroll, the first Roman Catholic bishop in the U.S., founded this D.C. university in 1789",Georgetown,1,0
7817,2018-09-11,,Double Jeopardy,"(2, 3)",AUTHORS' SECOND NOVELS,8,"(1200,)",False,"In ""Midnight's Children"", No. 2 by Salman Rushdie, Saleem is born Aug. 15, 1947 in this country on its independence day",India,1,0
7817,2018-09-11,,Double Jeopardy,"(3, 3)",THE SECRET OF -NYM,22,"(1200,)",False,"Homonym time: a ""Battlestar Galactica"" cuss word, or an oil-extraction process",frack,1,0
7817,2018-09-11,,Double Jeopardy,"(4, 3)","""V""ACATION SPOTS",3,"(1200,)",False,"Viking's ""Waterways of the Tsars"" cruise travels down this river in Russia",the Volga,1,0
7817,2018-09-11,,Double Jeopardy,"(5, 3)",BROADWAY REPLACEMENTS,18,"(1200,)",False,"The ""monthly"" Tracy Letts Pulitzer Prize winner was replaced by his own play ""Superior Donuts""",August: Osage County,1,1
7817,2018-09-11,,Double Jeopardy,"(6, 3)",UNDER STUDIES,26,"(1200,)",False,The under secretary for nuclear security works for this U.S. department,Energy,1,0
7817,2018-09-11,,Double Jeopardy,"(1, 4)",RELIGIOUS LEADERS,14,"(1600,)",False,"In 1996, he formally retired as archbishop of Cape Town",(Desmond) Tutu,1,0
7817,2018-09-11,,Double Jeopardy,"(2, 4)",AUTHORS' SECOND NOVELS,9,"(1600,)",False,"2006's ""New Moon"", second in a 4-book series, was the sequel to this debut",Twilight,1,0
7817,2018-09-11,,Double Jeopardy,"(3, 4)",THE SECRET OF -NYM,28,"(2000,)",True,Members of the organization known by this acronym run alphabetically from Algeria to Venezuela,OPEC,1,0
7817,2018-09-11,,Double Jeopardy,"(4, 4)","""V""ACATION SPOTS",4,"(1600,)",False,"Adjacent to Norfolk, this city has about 30 miles of oceanfront & a creative district called ViBe",Virginia Beach,1,0
7817,2018-09-11,,Double Jeopardy,"(5, 4)",BROADWAY REPLACEMENTS,23,"(1600,)",False,"""The Little Mermaid"" preceded this show as a Disney movie, but followed it at the Lunt-Fontanne as a musical",Beauty and the Beast,0,3
7817,2018-09-11,,Double Jeopardy,"(6, 4)",UNDER STUDIES,27,"(1600,)",False,"Freud put plenty of laugh lines in ""Jokes and Their Relation to"" this part of the mind",the unconscious,0,3
7817,2018-09-11,,Double Jeopardy,"(1, 5)",RELIGIOUS LEADERS,15,"(2000,)",False,"Mary, Queen of Scots was not amused when this Scottish Reformation leader married her relative in 1564",John Knox,0,3
7817,2018-09-11,,Double Jeopardy,"(2, 5)",AUTHORS' SECOND NOVELS,10,"(2000,)",False,"His second novel, ""The Beautiful and Damned"", was published in 1922 & deals with a rich & glamorous couple",Fitzgerald,1,0
7817,2018-09-11,,Double Jeopardy,"(3, 5)",THE SECRET OF -NYM,29,"(2000,)",False,"A tautonym is a scientific name consisting of the same word twice, like Vulpes vulpes for the red this",fox,1,0
7817,2018-09-11,,Double Jeopardy,"(4, 5)","""V""ACATION SPOTS",5,"(2000,)",False,Port-Vila is the capital city of this nation of the southwest Pacific that was the New Hebrides until 1980,Vanuatu,1,1
7817,2018-09-11,,Double Jeopardy,"(5, 5)",BROADWAY REPLACEMENTS,24,"(2000,)",False,"This writer's ""The Caine Mutiny Court-Martial"" followed ""Dial 'M' for Murder"" at the Plymouth Theatre",Herman Wouk,0,3
7817,2018-09-11,,Double Jeopardy,"(6, 5)",UNDER STUDIES,30,"(2000,)",False,"""As far beneath Hades as heaven is above Earth"", this place of Greek myth was worse than getting your teeth scraped",Tartarus,1,0
7817,2018-09-11,,Final Jeopardy,"(1, 1)",DESIGN,0,"(0, 11399, 15401)",False,Switching the syllables in the German word for building of a home gave this design & architecture school its name,Bauhaus,3,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(2, 1)",HISTORY IN BRIEF,11,"(200,)",False,"1938: ""The Night of Broken"" this in Germany",glass,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(3, 1)",I LEARNED IT FROM MENTAL FLOSS,6,"(200,)",False,"Although Bela Lugosi resented the typecasting, he was buried wearing the signature cape of this character",Count Dracula,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(4, 1)",MOB RULE,17,"(200,)",False,"Frank ""The Enforcer"" Nitti inherited Chicago's mob empire from this kingpin who went to prison in 1931",Capone,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(5, 1)",SIMILAR WORDS,16,"(200,)",False,"With one T, it's the roof of the mouth; with 2, it's a board for mixing paints",a palate/palette,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(6, 1)","""A"", BABY!",1,"(200,)",False,"If you want to have your new baby from birth, the best type of this process is the domestic type, from here in the United States",adoption,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(2, 2)",HISTORY IN BRIEF,12,"(400,)",False,"May 21, 1927: This airplane touches down at Le Bourget near Paris",The Spirit of St. Louis,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(3, 2)",I LEARNED IT FROM MENTAL FLOSS,7,"(400,)",False,"7-Eleven has trademarked this term, something its trademarked Slurpees can cause if you drink them too fast",brain freeze,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(4, 2)",MOB RULE,18,"(400,)",False,"Low-key Philly mob boss Angelo Bruno was alliteratively known as ""The Docile"" this","""Docile Don""",1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(5, 2)",SIMILAR WORDS,22,"(400,)",False,"As opposed to the reverse, it's the front or heads side of a coin",the obverse,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(6, 2)","""A"", BABY!",2,"(400,)",False,This fluid that surrounds unborn babies protects them & helps their lungs develop,amniotic,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(1, 3)",WHAT BALL ARE YOU CHASING?,26,"(600,)",False,A squib in the Superdome,a football,1,0
7818,2018-09-12,Kyle Jones game 1.,Jeopardy,"(2, 3)",HISTORY IN BRIEF,13,"(600,)",False,312: Before a battle Constantine has a vision of one of these over the sun,a cross,1,1
