epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(6, 1)",ANCIENT TIMES,4,"(200,)",False,"The French call it ""A.C."", the Italians ""D.C."", a 12-hour NBC miniseries called it this",A.D.,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(1, 2)",AMERICAN LITERATURE,19,"(400,)",False,"""The Crucible"", his 1953 play about Salem witchcraft trials drew a parallel to McCarthyism",(Arthur) Miller,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(2, 2)",MOVIE TRIVIA,16,"(400,)",False,"In it, Rick tells Ilsa, ""I remember every detail; the Germans wore gray; you wore blue""",Casablanca,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(3, 2)",ENERGY,14,"(400,)",False,"Produced from peat under pressure, Loretta Lynn's dad knows all about it",coal,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(4, 2)",WEST VIRGINIA,10,"(400,)",False,"Now a retired brig. gen., this West Virginian was 1st to fly faster than speed of sound",Chuck Yeager,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(5, 2)",PEOPLE,2,"(400,)",False,"""Yippie"" leader who wrote a book called ""Steal This Book""",Abbie Hoffman,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(6, 2)",ANCIENT TIMES,5,"(400,)",False,Nero sent an expedition out about 60 A.D. to find the source of this great river,the Nile,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(1, 3)",AMERICAN LITERATURE,21,"(600,)",False,"His lovesick narrator begins, ""Lolita, light of my life, fire of my loins""",Nabokov,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(2, 3)",MOVIE TRIVIA,23,"(600,)",False,Maurice Chevalier's contract with Paramount would have been invalid if he'd lost this,his French accent,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(3, 3)",ENERGY,25,"(600,)",False,"From 1965-80, Testor Corp. made over 2,435,000 gliders powered by this office supply",a rubber band,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(4, 3)",WEST VIRGINIA,12,"(1500,)",True,Not until 1939 did West Virginia pay off its 68-year-old financial debt to this state,Virginia,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(5, 3)",PEOPLE,3,"(600,)",False,"Now a real estate developer, this actor opened up territory as ""Daniel Boone""",Fess Parker,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(6, 3)",ANCIENT TIMES,6,"(600,)",False,"Roman slave famous for broaching a ""thorny"" subject with a lion",Androcles,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(4, 4)",WEST VIRGINIA,22,"(800,)",False,"Though born in Manassa, Colorado, this fighter grew up in Logan, W.V.",Jack Dempsey,0,3
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(6, 4)",ANCIENT TIMES,7,"(2000,)",True,"Along with Argos & Thebes, they made up the 4 earliest city-states of ancient Greece",Athens and Sparta,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(1, 5)",AMERICAN LITERATURE,20,"(1000,)",False,Melville title sailor who personifies innocence,Billy Budd,1,1
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(2, 5)",MOVIE TRIVIA,17,"(1000,)",False,"Since his 1st lead in 1930s ""The Big Trail"", he starred in more films than any other actor",John Wayne,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(3, 5)",ENERGY,18,"(1000,)",False,Mirrors & photovoltaic cells are among the devices used to collect this,solar energy,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(5, 5)",PEOPLE,24,"(1000,)",False,"In March, 1985, Michael Lewis, intending to fly to Oakland, Cal. inadvertently ended up in this city",Auckland,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Double Jeopardy,"(6, 5)",ANCIENT TIMES,8,"(1000,)",False,"Mussolini's party name came from this bundle of rods bound to an ax, a symbol of ancient Rome",fasces,1,0
276,1985-09-30,Chuck Forrest game 1. Dane's exact number of previous games...,Final Jeopardy,"(1, 1)",RECENT HISTORY,0,"(1900, 3700, 2400)",False,President under whom the U.S. gave full recognition to Communist China,Jimmy Carter,1,2
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(1, 1)",PRESIDENTIAL QUOTES,6,"(100,)",False,"""When the president does it, that means that it is not illegal""",Richard Nixon,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(2, 1)","""UP"" SONGS",18,"(100,)",False,After they fell asleep at the drive-in the Everly Brothers had this to say,"""Wake Up Little Susie""",1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(3, 1)",BIBLICAL ZOO,20,"(100,)",False,The 2nd of Egypt's plagues was hoards of this amphibian,frogs,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(4, 1)",GAME SHOWS,8,"(100,)",False,"Since 1967, some parting ""Jeopardy!"" contestants have received this ""San Francisco treat""",Rice-A-Roni,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(5, 1)",U.S. STATES,1,"(100,)",False,"13th to enter the Union, it must have been Providence, or we'd have had a flag with 12 stripes",Rhode Island,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(6, 1)",SUDDEN DEATH,10,"(100,)",False,Self-slaughter,suicide,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(1, 2)",PRESIDENTIAL QUOTES,7,"(200,)",False,"""I have often looked at women & committed adultery in my heart""",Jimmy Carter,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(2, 2)","""UP"" SONGS",19,"(200,)",False,"Where you'd be going ""by the old mill run... in the noonday sun""",up the lazy river,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(3, 2)",BIBLICAL ZOO,21,"(200,)",False,"Jeremiah rhetorically asked, ""can it change its spots?""",leopard,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(4, 2)",GAME SHOWS,9,"(200,)",False,Game in which toss-up questions were thrown to campus combatants by Allen Ludden,(G.E.) College Bowl,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(5, 2)",U.S. STATES,2,"(200,)",False,"While New York is the Empire State of the north, this is ""The Empire State of the South""",Georgia,1,1
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(6, 2)",SUDDEN DEATH,11,"(200,)",False,Curiosity committed felicide when it killed this,the cat,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(1, 3)",PRESIDENTIAL QUOTES,12,"(300,)",False,"""Let us never negotiate out of fear, but let us never fear to negotiate""",John F. Kennedy,0,3
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(2, 3)","""UP"" SONGS",25,"(300,)",False,"In '80, Diana Ross was ""inside out"" with this #1 hit","""Upside Down""",1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(3, 3)",BIBLICAL ZOO,22,"(300,)",False,They licked the sores of Lazarus & ate the flesh of Jezebel,dogs,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(4, 3)",GAME SHOWS,28,"(300,)",False,"""Just Men"" had 7 keys & 1 of these, while ""Split Second"" had 1 key & 5 of these",cars,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(5, 3)",U.S. STATES,3,"(300,)",False,"The geographic center of this state is Delaware, 25 miles north of Columbus",Ohio,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(6, 3)",SUDDEN DEATH,14,"(300,)",False,Term for what Cain did to Abel,fratricide,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(1, 4)",PRESIDENTIAL QUOTES,13,"(400,)",False,"""One way to make sure crime doesn't pay would be to let the government run it""",Ronald Reagan,0,3
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(2, 4)","""UP"" SONGS",26,"(400,)",False,Starsky & Hutch's David Soul made his recording debut with this soulful plea,"""Don\'t Give Up On Us""",1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(3, 4)",BIBLICAL ZOO,23,"(400,)",False,Joseph explained Pharaoh's dreams of 7 lean ones who ate 7 fat ones but still remained lean,kine or cows (or cattle),1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(4, 4)",GAME SHOWS,29,"(300,)",True,"No. 1 show in history of syndicated TV, its theme is the following:",Wheel of Fortune,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(5, 4)",U.S. STATES,4,"(400,)",False,Both Sun Valley & the Craters of the Moon are tourist attractions in this state,Idaho,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(6, 4)",SUDDEN DEATH,15,"(400,)",False,DDT commits this,insecticide,1,0
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(1, 5)",PRESIDENTIAL QUOTES,17,"(500,)",False,"When asked about his condition this president said, ""I don't have ulcers, I give 'em""",Lyndon Baines Johnson,0,3
277,1985-10-01,Chuck Forrest game 2.,Jeopardy,"(2, 5)","""UP"" SONGS",27,"(500,)",False,Waylon Jennings' maternal admonition,"""Mammas Don\'t Let Your Babies Grow Up To Be Cowboys""",0,3
