epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Jeopardy,"(2, 5)",ANIMALS,21,"(1000,)",False,Salamanders called newts when aquatic are called this when terrestrial,efts,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Jeopardy,"(3, 5)",GOLDEN OLDIES,14,"(2000,)",True,"1861 song that was the basis of the following Elvis Presley hit:""Love me tender, love me sweet, never let me go /You have made my life complete...""","""Aura Lee""",0,1
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Jeopardy,"(5, 5)",FIRST LADIES,5,"(1000,)",False,"Julia Gardiner, the 1st to marry a president while in office, married this Virginian in 1844",(John) Tyler,1,1
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Jeopardy,"(6, 5)",IN THE NEWS,25,"(1000,)",False,She's the Democrat running for governor of Texas in 1990,Ann Richards,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(1, 1)",AMERICAN REVOLUTION,1,"(500,)",False,"During the winter of 1777, Washington reorganized his army at this site",Valley Forge,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(2, 1)",THE HUMAN BODY,2,"(500,)",False,"Also called the corium, it's the thicker layer of skin under the epidermis",the dermis,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(3, 1)",SIGNS & SYMBOLS,12,"(500,)",False,"The geometric ratio 3.14159265 is symbolized by this, the 16th letter of the Greek alphabet",pi,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(4, 1)",BRAZIL,18,"(500,)",False,"When viewed from the air, the layout of this capital city looks like an airplane",Brasília,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(5, 1)",REFERENCE BOOKS,6,"(500,)",False,"According to the World Almanac, his ""Baby and Child Care"" is the all-time best selling paperback book",Dr. Spock,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(6, 1)",PALACES,26,"(500,)",False,This city's Potala Palace was home to Dalai Lamas for over 300 years,Lhasa,1,1
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(1, 2)",AMERICAN REVOLUTION,3,"(1000,)",False,"At the end of the Revolution currency was so worthless, ""not worth"" 1 of these became a common phrase",a Continental,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(2, 2)",THE HUMAN BODY,4,"(1000,)",False,This tube that carries food from throat to stomach is the narrowest part of the digestive tract,the esophagus,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(3, 2)",SIGNS & SYMBOLS,13,"(1000,)",False,"This hockey team's logo features a fluke & a ""W""",the Hartford Whalers,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(5, 2)",REFERENCE BOOKS,7,"(1000,)",False,"Published in 1985, the 2nd edition of this dictionary costs $2500",the Oxford English Dictionary,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(6, 2)",PALACES,25,"(1000,)",False,This palace facing St. James Park was built for John Sheffield in 1703,Buckingham Palace,0,1
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(1, 3)",AMERICAN REVOLUTION,8,"(1500,)",False,The Battle of Bunker Hill occurred on this hill,Breed\'s Hill,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(2, 3)",THE HUMAN BODY,5,"(1500,)",False,In humans night blindness is an early sign of a deficiency of this vitamin,A,1,2
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(3, 3)",SIGNS & SYMBOLS,16,"(1500,)",False,The value of this answer in Roman numerals,MD,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(5, 3)",REFERENCE BOOKS,9,"(1500,)",False,U.S. historian Allan Nevins is known for his multi-volume works on this war,the Civil War,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(6, 3)",PALACES,24,"(1500,)",False,A palace in Florence has a mural featuring portraits of this ruling family,the Medici,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(1, 4)",AMERICAN REVOLUTION,14,"(2000,)",False,This brother of explorer William Clark used his own money to feed & pay his soldiers,George Rogers Clark,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(2, 4)",THE HUMAN BODY,21,"(2000,)",False,"Harder than bone but softer than enamel, it's the yellowish tissue that makes up the bulk of a tooth",dentin,0,1
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(3, 4)",SIGNS & SYMBOLS,17,"(2000,)",False,"This month's birthstone is turquoise, & its flower, the holly",December,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(5, 4)",REFERENCE BOOKS,10,"(2000,)",False,"Her ""Boston Cooking-School Cookbook"", first published in 1896, is still sold today",Fannie Farmer,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(6, 4)",PALACES,23,"(5000,)",True,Al-Nadwa Palace in Amman is home to this King,King Hussein,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(1, 5)",AMERICAN REVOLUTION,15,"(2500,)",False,"The Americans took nearly 6,000 prisoners at this N.Y. State battle, called a turning point in the war",Saratoga,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(2, 5)",THE HUMAN BODY,20,"(2500,)",False,The movable lower jaw is the mandible; the fixed upper jaw is called this,the maxilla,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(3, 5)",SIGNS & SYMBOLS,19,"(2500,)",False,"Among the symbols in its major arcana are the sun, a hanged man & a fool",tarot cards,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(4, 5)",BRAZIL,27,"(2500,)",False,Brazil shares borders with all South American countries except for Chile & this one,Ecuador,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(5, 5)",REFERENCE BOOKS,11,"(5000,)",True,"""The History of the Decline & Fall of the Roman Empire"" ends in 1453 with the fall of this city",Constantinople,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Double Jeopardy,"(6, 5)",PALACES,22,"(2500,)",False,"Mary, Queen of Scots, bathed in wine in a small building near this palace",Holyrood,1,0
Super Jeopardy! 1,1990-06-16,Super Jeopardy! quarterfinal game 1.,Final Jeopardy,"(1, 1)",THE 50 STATES,0,"(6900, 9900, 10500, 100)",False,"Of all the states named after Indian tribes, this one is the farthest west",Utah,1,3
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(1, 1)",9-LETTER WORDS,27,"(200,)",False,It can mean to ponder on a subject or to purchase with the expectation of profit,speculate,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(2, 1)",CELEBRITIES,25,"(200,)",False,"To avoid being confuse with B. Bel Geddes, she signs autographs as “J.R.'s Real Mother”",Mary Martin,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(3, 1)",AFRICA,11,"(200,)",False,These little people who inhabit the Ituri Forest in Zaire may have been its first inhabitants,pygmies,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(4, 1)",LITERATURE,16,"(200,)",False,He spent 5 years as a slave in north Africa before he began work on the first modern Spanish novel,Cervantes,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(5, 1)",COOKING,2,"(200,)",False,"Snail butter, which can be served on other foods, is usually made with 1 or 2 cloves of this",garlic,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(6, 1)",FAMOUS HORSES,1,"(200,)",False,Copenhagen was the horse that carried this British leader to victory at the battle of Waterloo,Wellington,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(1, 2)",9-LETTER WORDS,30,"(400,)",False,"A public officer who keeps the peace, or a British policeman of the lowest order",constable,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(2, 2)",CELEBRITIES,13,"(400,)",False,This founder of the National Review debuted as a harpsichordist with the Phoenix Symphony in 1989,(William) Buckley,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(3, 2)",AFRICA,14,"(400,)",False,In 1962 the northern half of Ruanda-Urundi became Rwanda & the southern half became this nation,Burundi,1,1
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(4, 2)",LITERATURE,18,"(400,)",False,Dublin Theatre formed from the Irish Literary Theatre founded by W.B. Yeats & Lady Gregory,The Abbey,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(5, 2)",COOKING,3,"(400,)",False,"Traditionally, this vegetable put the “red” in red flannel hash",beets,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(6, 2)",FAMOUS HORSES,4,"(400,)",False,"Ironically, it was a horse named Comanche who was the only cavalry survivor of this event",Little Big Horn (or Custer\'s Last Stand),1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(1, 3)",9-LETTER WORDS,26,"(600,)",False,"Semantics is the study of a word's meaning, this is the study of a word's history",etymology,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(2, 3)",CELEBRITIES,5,"(600,)",False,This leading actress'  first film with Michael Douglas was “Romancing the Stone”,Kathleen Turner,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(3, 3)",AFRICA,15,"(600,)",False,Explorers from this country claimed Mauritius in 1598 & named it for Prince Maurice of Nassau,Netherlands,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(4, 3)",LITERATURE,19,"(600,)",False,"Milan Kundera, a Czech, lived in France when he published “The Unbearable Lightness of” this",Being,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(5, 3)",COOKING,9,"(600,)",False,This school was founded in 1895 to teach cooking to wealthy young Frenchwomen,Le Cordon Bleu,0,2
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(6, 3)",FAMOUS HORSES,7,"(800,)",True,This Roman emperor gave his horse Incitatus a marble stable,Caligula,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(1, 4)",9-LETTER WORDS,28,"(800,)",False,The name of this children's game can serve as a verb meaning “to leap from place to place”,hopscotch,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(2, 4)",CELEBRITIES,6,"(800,)",False,She also played the offstage voice of Annie Sullivan's brother in the play “The Miracle Worker”,Patty Duke,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(3, 4)",AFRICA,22,"(800,)",False,"Most of the Asians in t his country live in Natal, where their ancestors worked on sugar plantations",South Africa,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(4, 4)",LITERATURE,17,"(800,)",False,"In some versions of the story, he was unable to look at the Holy Grail after his adulterous affair",Lancelot,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(5, 4)",COOKING,20,"(800,)",False,"This Penn. dish, made with scraps of pork mixed with corn meal, is shaped into loaves & then sliced & fried",scrapple,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(6, 4)",FAMOUS HORSES,8,"(800,)",False,1 of 3 western movie horses to have his hoofprints in cement at Hollywood's Chinese Theatre,Trigger (or Champion or Tony),1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(1, 5)",9-LETTER WORDS,29,"(1000,)",False,"In ancient Greece, a politician who championed the masses; now it's one who plays on people's emotions",demagogue,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(2, 5)",CELEBRITIES,12,"(1000,)",False,"She said of “Laura”, “People remember me less for my acting job than as the girl in the portrait”",Gene Tierney,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(3, 5)",AFRICA,24,"(1000,)",False,Mozambique is a leading producer of this bean-shaped nut related to poison ivy,cashew,0,1
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(4, 5)",LITERATURE,23,"(1000,)",False,The 3 sections that comprise Dante's “Divine Comedy”,"The Inferno, Il Purgatorio, Il Paradiso",1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(5, 5)",COOKING,21,"(1000,)",False,In Mexican cooking this spicy sauce made with chilies & chocolate is often served over poultry,mole,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Jeopardy,"(6, 5)",FAMOUS HORSES,10,"(1000,)",False,"Nicknamed “Big Red”, this racehorse's only career loss was to Upset in 1919",Man o\' War,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(2, 1)",FRENCH HISTORY,11,"(500,)",False,"From the 14th to the 17th century, France's flag had 3 of these “flowers” on a blue field",lillies or fleur-de-lis,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(3, 1)",U.S. STATES,20,"(500,)",False,"Most say its name is Papago Indian for “little spring”, others say it's Spanish for “arid zone”",Arizona,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(4, 1)",MYTHOLOGICAL WOMEN,3,"(500,)",False,"Slain by Achilles, Penthesilea was queen of these warrior women",Amazons,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(5, 1)",COMPOSERS,1,"(500,)",False,The full first name of this French composer born in 1862 was Achille-Claude,Debussy,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(6, 1)",THE QUEEN'S ENGLISH,21,"(500,)",False,"A telephone in use isn't busy, it's this",engaged,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(2, 2)",FRENCH HISTORY,12,"(1000,)",False,"In the 1572 St. Bartholomew's Day Massacre, 3,000 of this religious group were killed in Paris alone",Hugenots,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(3, 2)",U.S. STATES,7,"(1000,)",False,"The bald cypress, which grows in the swamps & bayous, is this state's official tree",Louisiana,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(4, 2)",MYTHOLOGICAL WOMEN,13,"(1000,)",False,These terrible goddesses of punishment had eyes that wept tears of blood,Furies,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(5, 2)",COMPOSERS,2,"(1000,)",False,Beethoven studied some writing with this villain of “Amadeus”,Salieri (Antonio),1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(6, 2)",THE QUEEN'S ENGLISH,24,"(1000,)",False,"When an English mummy wants an English daddy to change baby's diaper, she asks him to change this",napkin (or nappy),1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(2, 3)",FRENCH HISTORY,14,"(1500,)",False,"Hired by France, this Italian explorer of New York harbor gave France its claim to the new world",Verrazano,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(3, 3)",U.S. STATES,4,"(1500,)",False,"While Washington has no official state fish, these 2 states have chosen a salmon",Oregon and Alaska,1,1
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(4, 3)",MYTHOLOGICAL WOMEN,17,"(1500,)",False,"Phaedra who fell in love with her stepson Hippolytus, was the daughter of this king of Crete",Minos,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(5, 3)",COMPOSERS,8,"(1500,)",False,In English the full title of this composer's work is “St. John's Night on the Bare Mountain”,Mussorgsky,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(6, 3)",THE QUEEN'S ENGLISH,25,"(1500,)",False,A leg break bowler may deliver a flipper in this sport,cricket,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(1, 4)",THE UNIVERSE,23,"(2000,)",False,"The closest of its 22 known moons is about 85,000 miles away from it; the farthest, 8 mil. miles away",Saturn,1,1
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(2, 4)",FRENCH HISTORY,15,"(2000,)",False,"Sports venue where, in 1789, Third Estate deputies pledged not to disband until France had a constitution",tennis court,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(3, 4)",U.S. STATES,5,"(4000,)",True,"Mount Adams, Mount Jefferson & Mount Madison are in this New England state",New Hampshire,0,1
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(4, 4)",MYTHOLOGICAL WOMEN,18,"(2000,)",False,This 6-headed sea monster that ate sailors lived in a cave opposite the whirlpool Charybdis,Scylla,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(5, 4)",COMPOSERS,9,"(2000,)",False,Completes the title of the Glinka opera “A Life for the ...”,Czar,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(6, 4)",THE QUEEN'S ENGLISH,26,"(2000,)",False,"A doctor's office, whether or not operations are performed there",surgery,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(2, 5)",FRENCH HISTORY,16,"(2500,)",False,His 1831-32 visit to the U.S. also produced a book about the American penitentiary system,de Tocqueville,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(3, 5)",U.S. STATES,6,"(2500,)",False,“The Peace Garden State”,North Dakota,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(4, 5)",MYTHOLOGICAL WOMEN,19,"(2500,)",False,"Zeus arranged for her to spend part of the year with her mother, Demeter, the rest with her husband, Hades",Persephone,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(5, 5)",COMPOSERS,10,"(4500,)",True,Series of waltzes by Liszt whose name refers to a character in “Faust”,Mephisto,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Double Jeopardy,"(6, 5)",THE QUEEN'S ENGLISH,22,"(2500,)",False,"If you bridged the Atlantic & wanted to borrow a wrench, ask for one of these",spanner,1,0
Super Jeopardy! 2,1990-06-23,Super Jeopardy! quarterfinal game 2.,Final Jeopardy,"(1, 1)",U.S. PRESIDENTS,0,"(7900, 0, 13000, 8501)",False,"The most ex-presidents, 5, were alive when he was inaugurated; all had served 1 term or less",Lincoln,1,3
Super Jeopardy! 3,1990-06-30,Super Jeopardy! quarterfinal game 3.,Jeopardy,"(1, 1)",FILM FACTS,1,"(200,)",False,"Richard Pryor co-wrote this Western with Mel Brooks; its original title was ""Black Bart""",Blazing Saddles,1,0
Super Jeopardy! 3,1990-06-30,Super Jeopardy! quarterfinal game 3.,Jeopardy,"(2, 1)",BIOLOGY,17,"(200,)",False,Class of animals so named because they have an aquatic larval stage & terrestrial adult lives,amphibians,1,0
Super Jeopardy! 3,1990-06-30,Super Jeopardy! quarterfinal game 3.,Jeopardy,"(3, 1)",ORGANIZATIONS,24,"(200,)",False,"Originally, this amateur boxing organization was sponsored by the Chicago Tribune Charities",Golden Gloves,1,0
Super Jeopardy! 3,1990-06-30,Super Jeopardy! quarterfinal game 3.,Jeopardy,"(4, 1)",LAKES,30,"(200,)",False,"Fur trappers called this Great Lake the ""Upper Lake"" in French",Lake Superior,1,0
Super Jeopardy! 3,1990-06-30,Super Jeopardy! quarterfinal game 3.,Jeopardy,"(5, 1)",FAMOUS POLITICIANS,29,"(200,)",False,"In his bid for an unprecedented 4th term, this NYC mayor was defeated in the 1989 Democratic Party",Ed Koch,1,0
